amc,Sigla,1991,2000,2010,Amazon
16070,GO,7391,7560,8084,0
16071,GO,4861,4933,5508,0
16072,GO,4428,4145,3609,0
16073,GO,239378,288085,340854,0
16074,GO,869,895,1020,0
16075,GO,18206,18754,20239,0
16076,GO,178483,336392,455657,0
16077,GO,65957,80644,93383,0
16078,GO,36123,46229,63739,0
16079,GO,3691,4127,3802,0
16080,GO,13742,16592,18305,0
16081,GO,7372,7310,7510,0
16082,GO,4147,3999,3277,0
16083,GO,4909,5095,7496,0
16084,GO,4265,4235,3650,0
16085,GO,2336,2507,2450,0
16086,GO,4128,2270,3714,0
16087,GO,14081,13365,16506,0
16088,GO,17316,22069,27879,0
16089,GO,7986,8068,8423,0
16090,GO,13851,16257,20727,0
16091,GO,3324,5353,7536,0
16092,GO,41086,42191,45858,0
16093,GO,2334,2772,3232,0
16094,GO,4686,5279,5509,0
16095,GO,8742,8718,9054,0
16096,GO,9056,8457,7567,0
16097,GO,6999,8221,10192,0
16098,GO,6464,6758,7354,0
16099,GO,8605,8646,10553,0
16100,GO,1435,1498,1417,0
16101,GO,8502,8525,8254,0
16102,GO,11228,10575,13283,0
16103,GO,13915,14673,16757,0
16104,GO,24159,49660,70473,0
16105,GO,2316,3167,3387,0
16106,GO,4483,3707,3656,0
16107,GO,8257,9641,11111,0
16108,GO,4536,4528,6060,0
16109,GO,14746,17047,18410,0
16110,GO,16648,8057,5020,0
16111,GO,10292,9776,10919,0
16112,GO,96309,124486,184485,0
16113,GO,54525,64347,86647,0
16114,GO,4134,4330,4686,0
16115,GO,8156,9150,9392,0
16116,GO,22874,22209,23566,0
16117,GO,5744,6514,7545,0
16118,GO,207674,350695,458446,0
16119,GO,19663,24305,27768,0
16120,GO,3458,3702,3523,0
16121,GO,3289,2973,2632,0
16122,GO,5529,6655,8181,0
16123,GO,24937,34116,46580,0
16124,GO,2383,2924,2932,0
16125,GO,22213,17716,18693,0
16126,GO,3400,3660,3555,0
16127,GO,2883,3105,2964,0
16128,GO,3675,3303,3292,0
16129,GO,2593,2573,2747,0
16130,GO,2118,2109,2056,0
16131,GO,2637,2498,2479,0
16132,GO,10213,8558,7892,0
16133,GO,4039,3803,3733,0
16134,GO,8999,10223,11266,0
16135,GO,3387,3398,3320,0
16136,GO,8003,7419,6983,0
16137,GO,7165,7093,6322,0
16138,GO,9757,9909,11580,0
16139,GO,5071,7514,12066,0
16140,GO,62982,81938,104820,0
16141,GO,6158,5589,4883,0
16142,GO,18000,20339,22364,0
16143,GO,5025,5172,4962,0
16144,GO,10716,15754,17256,0
16145,GO,5368,4967,5265,0
16146,GO,43535,49160,59549,0
16147,GO,12896,21825,38763,0
16148,GO,27782,27120,24727,0
16149,GO,32469,33953,35839,0
16150,GO,4136,4009,4949,0
16151,GO,31215,29534,28501,0
16152,GO,5611,4678,4258,0
16153,GO,3711,2844,2299,0
16154,GO,3021,3445,3571,0
16155,GO,10254,13086,17398,0
16156,GO,4979,4548,4029,0
16157,GO,9709,11295,12427,0
16158,GO,79533,86669,98582,0
16159,GO,9843,11816,13687,0
16160,GO,38368,43897,48246,0
16161,GO,20794,22628,24735,0
16162,GO,29688,31300,31274,0
16163,GO,3356,3004,2887,0
16164,GO,24852,27879,35371,0
16165,GO,4085,4385,4513,0
16166,GO,6450,5696,5437,0
16167,GO,6141,6572,6316,0
16168,GO,12652,13931,18458,0
16169,GO,9052,10856,7835,0
16170,GO,5859,5446,6300,0
16171,GO,8678,8277,8575,0
16172,GO,3014,2992,2663,0
16173,GO,6474,6342,6164,0
16174,GO,28184,33284,41870,0
16175,GO,3154,3154,3000,0
16176,GO,8097,8151,8420,0
16177,GO,6538,6904,7118,0
16178,GO,20917,20034,19153,0
16179,GO,7376,7766,7882,0
16180,GO,2665,2403,2374,0
16181,GO,1405,1920,2072,0
16182,GO,3869,4520,4414,0
16183,GO,7321,8969,11521,0
16184,GO,3750,2801,2685,0
16185,GO,32288,33608,31154,0
16186,GO,2254,2023,1763,0
16187,GO,7966,6892,7730,0
16188,GO,8450,7991,7987,0
16189,GO,5595,7736,10572,0
16190,GO,6493,7223,7574,0
16191,GO,32592,36990,41460,0
16192,GO,2526,2489,2356,0
16193,GO,10078,11186,13404,0
16194,GO,5476,8109,6438,0
16195,GO,4064,3958,3849,0
16196,GO,6244,6631,7874,0
16197,GO,12987,18578,24210,0
16198,GO,40751,38573,42361,0
16199,GO,2022,2185,2259,0
16200,GO,1845,1927,2062,0
16201,GO,11102,11061,11927,0
16202,GO,8506,8944,8508,0
16203,GO,4715,3717,3471,0
16204,GO,5003,6414,8129,0
16205,GO,4798,4181,3519,0
16206,GO,4394,3432,3956,0
16207,GO,12471,13067,14300,0
16208,GO,4259,4358,4034,0
16209,GO,3703,4271,5467,0
16210,GO,16500,21514,27671,0
16211,GO,3174,3307,3371,0
16212,GO,16635,17822,23338,0
16213,GO,2123,2309,2335,0
16214,GO,3629,3561,3557,0
16215,GO,2501,2776,2682,0
16216,GO,7479,8192,9100,0
16217,GO,9832,10834,10863,0
16218,GO,10741,10381,10283,0
16219,GO,4845,3339,2773,0
16220,GO,25273,26960,27265,0
16221,GO,12810,12287,11266,0
16222,GO,25056,25737,28151,0
16223,GO,22131,26229,28762,0
16224,GO,40201,73718,81649,0
16225,GO,15409,16556,17121,0
16226,GO,3021,3696,3839,0
16227,GO,23518,25696,31419,0
16228,GO,34276,36512,43220,0
16229,GO,8912,10210,10523,0
16230,GO,4290,4364,4566,0
16231,GO,837,2097,3312,0
16232,GO,16686,18087,18915,0
16233,GO,7353,7530,7550,0
16234,GO,3916,4963,5751,0
16235,GO,3261,3470,3142,0
16236,GO,3523,4083,4762,0
16237,GO,33142,34545,36469,0
16238,GO,3887,3592,3686,0
16239,GO,4534,5087,6924,0
16240,GO,3982,3548,2909,0
16241,GO,5102,4697,3995,0
16242,GO,16522,12015,10302,0
16243,GO,10330,9636,11272,0
16244,GO,5116,6736,10257,0
16245,GO,1878,2024,1689,0
16246,GO,25039,26383,30034,0
16247,GO,19169,22793,22283,0
16248,GO,2820,3481,3757,0
16249,GO,11096,13552,17088,0
16250,GO,23905,53105,84443,0
16251,GO,7855,6447,7481,0
16252,GO,5578,6219,6514,0
16253,GO,2748,2681,2825,0
16254,GO,4069,3587,3541,0
16255,GO,1373,2585,3016,0
16256,GO,2260,2831,2819,0
16257,GO,5385,5134,4839,0
16258,GO,2437,3524,4399,0
16259,GO,33929,33530,36929,0
16260,GO,13757,13938,13826,0
16261,GO,2834,3104,3074,0
16262,GO,3424,3519,3659,0
16263,GO,9067,11300,12548,0
16264,GO,5149,6015,7371,0
16265,DF,1601094,2051146,2570160,0
21001,AC,33024,42868,49926,1
21002,AC,2917,3490,6072,1
21003,AC,230005,315506,420776,1
21004,AC,76820,100409,131505,1
21005,AC,17769,26722,32412,1
21006,AC,27659,30491,42167,1
21007,AC,5327,8620,12672,1
21008,AC,24197,29420,38029,1
-,-,13784005.63,17784611.05,25330951.38,0
